m,c,r_ratio,stability,intensity
28,92,3.734375,0.6,5.137108561745117
28,93,0.046153846153846156,0.6,7.743865117188443
28,94,1.008130081300813,0.6,7.7642164252864605
28,95,0.046875,0.6,7.744483999499221
28,96,2.03,0.6,7.759243087042881
28,97,0.046153846153846156,0.6,7.7484204591246195
28,98,1.0080645161290323,0.6,7.759594622791402
28,99,0.046153846153846156,0.6,7.752116177508022
29,1,2.03,0.6,7.671004078884176
29,2,0.01,0.6,7.7646862375133905
29,3,2.223404255319149,0.6,7.76046678567784
29,4,0.01,0.6,7.761928017031961
29,5,2.1237113402061856,0.6,7.734723048168554
29,6,0.01,0.6,7.763315913325596
29,7,2.0,0.6,7.765444462891139
29,8,0.01,0.6,7.764121838755988
29,9,2.18,0.6,4.369358832453552
29,10,0.01,0.6,7.763521043950357
29,11,1.9705882352941178,0.6,7.762010105772539
29,12,0.01,0.6,7.761110497039003
29,13,1.8857142857142857,0.6,7.749882319951766
29,14,0.01,0.6,7.761285473627535
29,15,1.9444444444444444,0.6,4.408464003879242
29,16,0.01,0.6,7.7643889811051
29,17,1.6814159292035398,0.6,7.7636785636752155
29,18,0.01,0.6,7.765519723311447
29,19,1.8055555555555556,0.6,7.759674355136042
29,20,0.01,0.6,7.766212244086489
29,21,1.8857142857142857,0.6,7.755822292314898
29,22,0.01,0.6,7.759816505440705
29,23,1.9134615384615385,0.6,7.757499305695023
29,24,0.01,0.6,7.761326144134126
29,25,1.8857142857142857,0.6,7.7651412293648345
29,26,0.01,0.6,7.7627758233201885
29,27,2.0535714285714284,0.6,4.669503824510266
29,28,0.01,0.6,7.762457771504148
29,29,2.15625,0.6,7.721009003000129
29,30,0.01,0.6,7.764982911704003
29,31,2.0606060606060606,0.6,7.747654393123142
29,32,0.01,0.6,7.762614026101107
29,33,1.8857142857142857,0.6,7.741748636671735
29,34,0.01,0.6,7.765969703959176
29,35,1.941747572815534,0.6,7.756189435287107
29,36,0.01,0.6,7.765390933604119
29,37,1.9705882352941178,0.6,7.760584833891157
29,38,0.01,0.6,7.76399086815676
29,39,2.0,0.6,7.763000529352394
29,40,0.01,0.6,7.764012132275349
29,41,2.2857142857142856,0.8,4.384120721659335
29,42,0.01,0.6,7.7657666441508155
29,43,1.8857142857142857,0.6,7.758864374590023
29,44,0.01,0.6,7.764094722887293
29,45,1.9482758620689655,0.6,4.713798135238435
29,46,0.01,0.6,7.7629175523034135
29,47,2.223404255319149,0.6,7.7312287633510675
29,48,0.01,0.6,7.764893080487775
29,49,2.0606060606060606,0.6,7.765290034277702
29,50,0.01,0.6,7.76495710863972
29,51,1.7798165137614679,0.6,7.746190574826699
29,52,0.01,0.6,7.76610145602361
29,53,1.8584905660377358,0.6,7.763865286049082
29,54,0.01,0.6,7.7652723436906665
29,55,1.8857142857142857,0.6,7.752229963486437
29,56,0.01,0.6,7.761220177742629
29,57,2.0606060606060606,0.6,7.728051046170755
29,58,0.01,0.6,7.764072802301674
29,59,1.8317757009345794,0.6,7.758143345568882
29,60,0.01,0.6,7.763088396866019
29,61,1.8317757009345794,0.6,7.746533976138491
29,62,0.01,0.6,7.764048322669683
29,63,1.9134615384615385,0.6,7.758860234730887
29,64,0.01,0.6,7.761091764453505
29,65,2.1894736842105265,0.6,7.751605161576498
29,66,0.01,0.6,7.763717652425639
29,67,2.1237113402061856,0.6,7.757416059835819
29,68,0.01,0.6,7.761773410323703
29,69,2.0606060606060606,0.6,7.76226186164499
29,70,0.01,0.6,7.75792240803373
29,71,1.9705882352941178,0.6,7.748740269667533
29,72,0.01,0.6,7.763479571813685
29,73,2.0606060606060606,0.6,7.727797712862419
29,74,0.01,0.6,7.765743911100915
29,75,1.8584905660377358,0.6,7.76381533093043
29,76,0.01,0.6,7.766051507103964
29,77,2.1237113402061856,0.6,7.75792604729628
29,78,0.01,0.6,7.764865509787816
29,79,2.2934782608695654,0.6,7.714463032141429
29,80,0.01,0.6,7.763819464758434
29,81,2.03,0.6,7.749513081081716
29,82,0.01,0.6,7.7627534313614905
29,83,1.941747572815534,0.6,7.76460696534132
29,84,0.01,0.6,7.765829367875909
29,85,1.7798165137614679,0.6,7.7615161677943885
29,86,0.01,0.6,7.764257572958973
29,87,2.2,0.6,4.564641595509346
29,88,0.01,0.6,7.761695332654208
29,89,1.941747572815534,0.6,7.755944101765306
29,90,0.01,0.6,7.764750910679277
29,91,1.8317757009345794,0.6,7.755347947415918
29,92,0.01,0.6,7.76509571720006
29,93,2.1237113402061856,0.6,7.7626012648475635
29,94,0.01,0.6,7.76587757491964
29,95,1.941747572815534,0.6,7.759279885356631
29,96,0.01,0.6,7.7625461565853415
29,97,2.0606060606060606,0.6,7.74861672315798
29,98,0.01,0.6,7.765238512400137
29,99,1.7297297297297298,0.6,7.7471347014902765
30,1,0.023809523809523808,0.6,7.762036910388477
30,2,3.04,0.6,7.7339305126904945
30,3,0.023622047244094488,0.6,7.7581072812378356
30,4,1.02,0.6,7.7539289933932904
30,5,0.023622047244094488,0.6,7.760063088436129
30,6,3.2972972972972974,0.6,4.31944620822625
30,7,0.023809523809523808,0.6,7.753115060705244
30,8,1.02,0.6,7.759948199593279
30,9,0.024193548387096774,0.6,7.765060702338611
30,10,2.975,0.6,4.395878281153677
30,11,0.023622047244094488,0.6,7.7609812975366355
30,12,1.02,0.6,7.7548939084866175
30,13,0.023622047244094488,0.6,7.764836386295684
30,14,2.986842105263158,0.6,7.707476669386733
30,15,0.024193548387096774,0.6,7.7483251626941225
30,16,1.02,0.6,7.764786722336842
30,17,0.023809523809523808,0.6,7.765189665308502
30,18,3.317073170731707,0.6,4.7005953907579014
30,19,0.023622047244094488,0.6,7.765494472797617
30,20,1.02,0.6,7.753763480008791
30,21,0.023622047244094488,0.6,7.756472669614551
30,22,3.2083333333333335,0.6,7.729701382402257
30,23,0.023809523809523808,0.6,7.762495875072365
30,24,1.02,0.6,7.760747846942522
30,25,0.024,0.6,7.759809885075136
30,26,2.986842105263158,0.6,7.735755276537725
30,27,0.023622047244094488,0.6,7.76313799529
30,28,1.02,0.6,7.7593080534515195
30,29,0.023622047244094488,0.6,7.766573888130715
30,30,3.210526315789474,0.6,4.479559564580532
30,31,0.024,0.6,7.745113491946645
30,32,1.02,0.6,7.761201978054115
30,33,0.023809523809523808,0.6,7.758630200827705
30,34,2.8846153846153846,0.6,7.734368626241624
30,35,0.023622047244094488,0.6,7.761130563744366
30,36,1.02,0.6,7.7597678625762825
30,37,0.023622047244094488,0.6,7.757030570506133
30,38,2.926829268292683,0.8,4.393009393738806
30,39,0.023809523809523808,0.6,7.760347971542844
30,40,1.02,0.6,7.76503616189188
30,41,0.02459016393442623,0.6,7.765327453954868
30,42,2.935064935064935,0.6,7.749642383344468
30,43,0.023622047244094488,0.6,7.7509777054554
30,44,1.02,0.6,7.762502901867447
30,45,0.023622047244094488,0.6,7.763508022837058
30,46,2.8846153846153846,0.6,7.617658067458805
30,47,0.024390243902439025,0.6,7.75581575842079
30,48,1.02,0.6,7.759905415130627
30,49,0.023809523809523808,0.6,7.7637463430315306
30,50,3.0,0.6,4.483588770967034
30,51,0.023622047244094488,0.6,7.755420472405622
30,52,1.02,0.6,7.758567127686973
30,53,0.023622047244094488,0.6,7.748135128534656
30,54,2.935064935064935,0.6,7.744370750201028
30,55,0.023809523809523808,0.6,7.750555727380546
30,56,1.02,0.6,7.764841574677163
30,57,0.024,0.6,7.761826554126773
30,58,3.04,0.6,7.727323880207382
30,59,0.023622047244094488,0.6,7.7597123251713755
30,60,1.02,0.6,7.7612053370666105
30,61,0.023622047244094488,0.6,7.755918450729534
30,62,3.048780487804878,0.6,4.636642880274826
30,63,0.024,0.6,7.756758080188663
30,64,1.02,0.6,7.760014841320104
30,65,0.023809523809523808,0.6,7.757143451751735
30,66,2.986842105263158,0.6,7.703453061097863
30,67,0.023622047244094488,0.6,7.765727362719245
30,68,1.02,0.6,7.76213459756674
30,69,0.023622047244094488,0.6,7.760447582031011
30,70,2.8846153846153846,0.6,7.705865315672121
30,71,0.023809523809523808,0.6,7.764170805945912
30,72,1.02,0.6,7.762353935122121
30,73,0.024193548387096774,0.6,7.764585546019864
30,74,2.8354430379746836,0.6,7.747616001591839
30,75,0.023622047244094488,0.6,7.763021586125217
30,76,1.02,0.6,7.754849835423625
30,77,0.023622047244094488,0.6,7.76512037852134
30,78,2.8846153846153846,0.6,7.69738830818101
30,79,0.024193548387096774,0.6,7.755425823852036
30,80,1.02,0.6,7.763945241780364
30,81,0.023809523809523808,0.6,7.752916749201131
30,82,3.3285714285714287,0.6,7.271966029865109
30,83,0.023622047244094488,0.6,7.7573934650000025
30,84,1.02,0.6,7.761845333957223
30,85,0.023622047244094488,0.6,7.760576124780096
30,86,2.935064935064935,0.6,7.724473482916966
30,87,0.023809523809523808,0.6,7.766573888130715
30,88,1.02,0.6,7.762920558994921
30,89,0.024,0.6,7.748949335594221
30,90,3.1025641025641026,0.6,4.603556627539285
30,91,0.023622047244094488,0.6,7.742152083152098
30,92,1.02,0.6,7.761896413826318
30,93,0.023622047244094488,0.6,7.762146728313491
30,94,3.1506849315068495,0.6,7.691210574851257
30,95,0.024,0.6,7.756487168414219
30,96,1.02,0.6,7.764323023111555
30,97,0.023809523809523808,0.6,7.7601295292461145
30,98,3.0945945945945947,0.6,7.751120377021161
30,99,0.023622047244094488,0.6,7.766070612539394
31,1,2.0606060606060606,0.6,7.7496108753779165
31,2,0.01,0.6,7.766397366799093
31,3,2.18,0.6,4.366560217032701
31,4,0.01,0.6,7.765438953234276
31,5,1.694915254237288,0.6,4.407389266449197
31,6,0.01,0.6,7.76266155750289
31,7,2.0,0.6,7.75914098140438
31,8,0.01,0.6,7.764356574418363
31,9,1.8448275862068966,0.6,4.594791230319685
31,10,0.01,0.6,7.765493370967209
31,11,2.1237113402061856,0.6,7.751101844722354
31,12,0.01,0.6,7.762674455908882
31,13,2.03,0.6,7.762990271416304
31,14,0.01,0.6,7.765514493751075
31,15,1.7798165137614679,0.6,7.763288522518385
31,16,0.01,0.6,7.763897705814019
31,17,1.9134615384615385,0.6,7.753941750590764
31,18,0.01,0.6,7.762568836718154
31,19,1.9705882352941178,0.6,7.762425548053264
31,20,0.01,0.6,7.7656501786224315
31,21,2.018181818181818,0.6,4.719590261035465
31,22,0.01,0.6,7.7651703524360896
31,23,1.9134615384615385,0.6,7.762661018446389
31,24,0.01,0.6,7.762158592823823
31,25,1.8584905660377358,0.6,7.757705604378115
31,26,0.01,0.6,7.7639280561356285
31,27,2.074074074074074,0.6,4.673128054041206
31,28,0.01,0.6,7.761233000986084
31,29,1.7297297297297298,0.6,7.762202828201259
31,30,0.01,0.6,7.762300472312427
31,31,2.1372549019607843,0.6,4.572678336278605
31,32,0.01,0.6,7.761734448041023
31,33,1.8857142857142857,0.6,7.764088977707958
31,34,0.01,0.6,7.762359211658608
31,35,2.0377358490566038,0.8,4.391474067767748
31,36,0.01,0.6,7.7614020066315845
31,37,2.0606060606060606,0.6,7.764246201386092
31,38,0.01,0.6,7.764415755661567
31,39,1.7297297297297298,0.6,7.764512361601048
31,40,0.01,0.6,7.765428758015981
31,41,1.7053571428571428,0.6,7.76333201008801
31,42,0.01,0.6,7.764592897232094
31,43,1.9705882352941178,0.6,7.746693541171979
31,44,0.01,0.6,7.758855210045288
31,45,2.32,0.6,4.723104181669912
31,46,0.01,0.6,7.763033043166564
31,47,1.941747572815534,0.6,7.751612433986871
31,48,0.01,0.6,7.763910355580833
31,49,1.8857142857142857,0.6,7.762171868945872
31,50,0.01,0.6,7.764464131481896
31,51,1.9705882352941178,0.6,7.762125553659972
31,52,0.01,0.6,7.764140187932926
31,53,2.0918367346938775,0.6,7.751208921927639
31,54,0.01,0.6,7.764214809092307
31,55,2.03,0.6,7.7530811207158505
31,56,0.01,0.6,7.765505228754899
31,57,2.15625,0.6,7.749391893111837
31,58,0.01,0.6,7.764109609315963
31,59,2.03,0.6,7.740988062127348
31,60,0.01,0.6,7.764596174724159
31,61,2.0,0.6,7.751000249243876
31,62,0.01,0.6,7.764355613960747
31,63,2.074074074074074,0.6,4.706096992791563
31,64,0.01,0.6,7.763393890940878
31,65,1.941747572815534,0.6,7.765310568469206
31,66,0.01,0.6,7.762107872465751
31,67,2.1237113402061856,0.6,7.731416617883431
31,68,0.01,0.6,7.761613845484163
31,69,2.15625,0.6,7.759743757894197
31,70,0.01,0.6,7.764439642182602
31,71,2.15625,0.6,7.762466151198464
31,72,0.01,0.6,7.7629137699582715
31,73,2.0,0.6,7.755429897205978
31,74,0.01,0.6,7.765318488033924
31,75,2.0,0.6,7.750476211593622
31,76,0.01,0.6,7.763450350214024
31,77,2.0,0.6,7.754134940290913
31,78,0.01,0.6,7.7645753548858805
31,79,2.223404255319149,0.6,7.753263377160913
31,80,0.01,0.6,7.765794446345879
31,81,1.8317757009345794,0.6,7.7502171789549
31,82,0.01,0.6,7.76555838444107
31,83,2.1894736842105265,0.6,7.752946103642339
31,84,0.01,0.6,7.758738658948838
31,85,2.0,0.6,7.762162140707019
31,86,0.01,0.6,7.764366341277787
31,87,1.8857142857142857,0.6,7.755140450684541
31,88,0.01,0.6,7.760606658757854
31,89,2.0918367346938775,0.6,7.7593972173771295
31,90,0.01,0.6,7.763365353553317
31,91,2.15625,0.6,7.7528558436372235
31,92,0.01,0.6,7.765736400969908
31,93,1.7118644067796611,0.6,4.662324733428721
31,94,0.01,0.6,7.760534694397296
31,95,2.0606060606060606,0.6,7.759689065226242
31,96,0.01,0.6,7.762123270127593
31,97,2.03,0.6,7.759977041435991
31,98,0.01,0.6,7.764165469384653
31,99,2.2,0.6,4.425209445949182
32,1,0.10714285714285714,0.6,7.64204370619106
32,2,1.0294117647058822,0.6,7.628688950844757
32,3,0.1111111111111111,0.6,7.644978879799027
32,4,1.9767441860465116,0.6,7.669358668656197
32,5,0.1111111111111111,0.6,7.690441208862599
32,6,1.0303030303030303,0.6,7.727809882927493
32,7,0.10714285714285714,0.6,7.748892423133894
32,8,2.9508196721311477,0.6,7.655313387977257
32,9,0.10714285714285714,0.6,7.653482019762151
32,10,1.0303030303030303,0.6,7.534901389711665
32,11,0.10714285714285714,0.6,7.6562215012679955
32,12,1.9767441860465116,0.6,7.603546924803352
32,13,0.10714285714285714,0.6,7.6589162451983555
32,14,1.0294117647058822,0.6,7.540452830649775
32,15,0.10714285714285714,0.6,7.661567751173273
32,16,4.05,0.6,4.550668186737148
32,17,0.10714285714285714,0.6,7.664177442213384
32,18,1.0294117647058822,0.6,7.677834388284173
32,19,0.1111111111111111,0.6,7.6667466699907845
32,20,1.9767441860465116,0.6,7.73979517227847
32,21,0.1111111111111111,0.6,7.706998282925888
32,22,1.0303030303030303,0.6,7.754588598779738
32,23,0.10714285714285714,0.6,7.760877712484872
32,24,2.9516129032258065,0.6,7.681380141676259
32,25,0.10714285714285714,0.6,7.6742241182821145
32,26,1.0303030303030303,0.6,7.556071524588694
32,27,0.10714285714285714,0.6,7.676643742606768
32,28,1.9767441860465116,0.6,7.646161889865122
32,29,0.10714285714285714,0.6,7.679028746537085
32,30,1.0294117647058822,0.6,7.560968143410666
32,31,0.10714285714285714,0.6,7.681380141676259
32,32,7.666666666666667,1.0,1.0587202370686724
32,33,0.10714285714285714,0.6,7.683698894676477
32,34,1.0294117647058822,0.6,7.65737337930522
32,35,0.1111111111111111,0.6,7.685985929920369
32,36,1.9767441860465116,0.6,7.571001465303811
32,37,0.1111111111111111,0.6,7.722113707281648
32,38,1.0303030303030303,0.6,7.329526960431605
32,39,0.10714285714285714,0.6,7.6904683480274425
32,40,2.9516129032258065,0.6,7.696137384508442
32,41,0.10714285714285714,0.6,7.692665389744485
32,42,1.0303030303030303,0.6,7.334028428631174
32,43,0.10714285714285714,0.6,7.694834035526577
32,44,1.9761904761904763,0.6,7.580468241062938
32,45,0.10714285714285714,0.6,7.696975032213272
32,46,1.0294117647058822,0.6,7.4165493827740345
32,47,0.10714285714285714,0.6,7.699089096825202
32,48,4.05,0.6,4.610874185832868
32,49,0.10714285714285714,0.6,7.7011769181620195
32,50,1.0294117647058822,0.6,7.696137384508442
32,51,0.1111111111111111,0.6,7.703239158293108
32,52,1.9767441860465116,0.6,7.619383174012877
32,53,0.1111111111111111,0.6,7.736018549785333
32,54,1.0303030303030303,0.6,7.346851928553525
32,55,0.10714285714285714,0.6,7.707289417826004
32,56,2.9508196721311477,0.6,7.603385925876106
32,57,0.10714285714285714,0.6,7.709278639797115
32,58,1.0303030303030303,0.6,7.350918406720839
32,59,0.10714285714285714,0.6,7.711244688059021
32,60,1.9767441860465116,0.6,7.669358668656197
32,61,0.10714285714285714,0.6,7.713188110197706
32,62,1.0294117647058822,0.6,7.536961381039627
32,63,0.10714285714285714,0.6,7.715109434192041
32,64,5.06,0.6,1.4756057005453578
32,65,0.10714285714285714,0.6,7.7170091693555545
32,66,1.0294117647058822,0.6,7.727809882927493
32,67,0.1111111111111111,0.6,7.718887807221542
32,68,1.9767441860465116,0.6,7.670705345187992
32,69,0.1111111111111111,0.6,7.748892423133894
32,70,1.0303030303030303,0.6,7.3625619293449205
32,71,0.10714285714285714,0.6,7.722583673239248
32,72,2.9508196721311477,0.6,7.621174142543462
32,73,0.10714285714285714,0.6,7.72440180280833
32,74,1.0303030303030303,0.6,7.3662717699256675
32,75,0.10714285714285714,0.6,7.72620063934892
32,76,1.9767441860465116,0.6,7.73979517227847
32,77,0.10714285714285714,0.6,7.727980597054062
32,78,1.0294117647058822,0.6,7.6073978846619
32,79,0.10714285714285714,0.6,7.729742076663766
32,80,4.05,0.6,4.655243935735916
32,81,0.10714285714285714,0.6,7.731485466050769
32,82,1.0294117647058822,0.6,7.754588598779738
32,83,0.1111111111111111,0.6,7.733211140774361
32,84,1.9767441860465116,0.6,7.706367888997919
32,85,0.1111111111111111,0.6,7.760877712484872
32,86,1.0303030303030303,0.6,7.376938330806146
32,87,0.10714285714285714,0.6,7.736610790016977
32,88,2.9516129032258065,0.6,7.696137384508442
32,89,0.10714285714285714,0.6,7.73828545866499
32,90,1.0303030303030303,0.6,7.380350146012278
32,91,0.10714285714285714,0.6,7.739943801822813
32,92,1.9767441860465116,0.6,7.6282628130724675
32,93,0.10714285714285714,0.6,7.741586140809055
32,94,1.0294117647058822,0.6,7.65737337930522
32,95,0.10714285714285714,0.6,7.624860780449742
32,96,8.5,0.8,1.1189262362014687
32,97,0.10714285714285714,0.6,7.685985929920369
32,98,1.0294117647058822,0.6,7.386975302667274
32,99,0.1111111111111111,0.6,7.722113707281648
33,1,1.8857142857142857,0.6,7.753072129130797
33,2,0.01,0.6,7.764237574681095
33,3,2.1237113402061856,0.6,7.745368918244182
33,4,0.01,0.6,7.763989182380593
33,5,1.8317757009345794,0.6,7.76283289730591
33,6,0.01,0.6,7.763443722795444
33,7,2.1237113402061856,0.6,7.763103093357936
33,8,0.01,0.6,7.763093912940422
33,9,1.9134615384615385,0.6,7.759515283155997
33,10,0.01,0.6,7.765695772323438
33,11,1.9705882352941178,0.6,7.737211392315731
33,12,0.01,0.6,7.765848096810776
33,13,2.03,0.6,7.759306136184941
33,14,0.01,0.6,7.7646829555580705
33,15,1.7545454545454546,0.6,7.757676355788069
33,16,0.01,0.6,7.76484981144303
33,17,1.8317757009345794,0.6,7.761070837906492
33,18,0.01,0.6,7.765203609868752
33,19,1.941747572815534,0.6,7.7417534108503485
33,20,0.01,0.6,7.757500728617311
33,21,2.0606060606060606,0.6,7.750844786195006
33,22,0.01,0.6,7.765250039358222
33,23,1.6814159292035398,0.6,7.7639584395159575
33,24,0.01,0.6,7.765018211602362
33,25,2.0,0.6,7.762527563124431
33,26,0.01,0.6,7.760571472932215
33,27,2.0606060606060606,0.6,7.76316808736741
33,28,0.01,0.6,7.764743853530396
33,29,2.0377358490566038,0.8,4.390919514081597
33,30,0.01,0.6,7.765521889546662
33,31,2.0918367346938775,0.6,7.759781862841739
33,32,0.01,0.6,7.765475548777351
33,33,1.9705882352941178,0.6,7.745394133937504
33,34,0.01,0.6,7.763135237544494
33,35,2.1894736842105265,0.6,7.73473342205159
33,36,0.01,0.6,7.764595843394682
33,37,1.941747572815534,0.6,7.755133504807506
33,38,0.01,0.6,7.765966318182533
33,39,2.0,0.6,7.760009129175762
33,40,0.01,0.6,7.763983981067973
33,41,1.8317757009345794,0.6,7.748904884073241
33,42,0.01,0.6,7.763258648846763
33,43,2.0,0.6,7.746154851707918
33,44,0.01,0.6,7.7657784868902935
33,45,1.8055555555555556,0.6,7.752671119515523
33,46,0.01,0.6,7.765314030576269
33,47,1.8857142857142857,0.6,7.74283465519517
33,48,0.01,0.6,7.764518145046384
33,49,2.1894736842105265,0.6,7.760428589339311
33,50,0.01,0.6,7.765677791116035
33,51,1.8584905660377358,0.6,7.750540845261253
33,52,0.01,0.6,7.765109209188703
33,53,1.941747572815534,0.6,7.746148532778877
33,54,0.01,0.6,7.760478666842306
33,55,1.941747572815534,0.6,7.736561580204395
33,56,0.01,0.6,7.765688009958221
33,57,2.1237113402061856,0.6,7.743365825353552
33,58,0.01,0.6,7.765630819939247
33,59,1.8857142857142857,0.6,7.763669205897242
33,60,0.01,0.6,7.764105671754757
33,61,2.32967032967033,0.6,7.760589587673648
33,62,0.01,0.6,7.76453375292819
33,63,2.223404255319149,0.6,7.7324567568692375
33,64,0.01,0.6,7.764850564566504
33,65,2.0,0.6,7.761732724111776
33,66,0.01,0.6,7.7649804443826556
33,67,1.8,0.8,4.575554630727202
33,68,0.01,0.6,7.762504139490318
33,69,1.8857142857142857,0.6,7.74943989577428
33,70,0.01,0.6,7.759187810516653
33,71,2.1237113402061856,0.6,7.758477703351767
33,72,0.01,0.6,7.764499925960427
33,73,2.15625,0.6,7.744797822113705
33,74,0.01,0.6,7.766033769580408
33,75,1.7545454545454546,0.6,7.756943439187762
33,76,0.01,0.6,7.765979511372175
33,77,2.0918367346938775,0.6,7.742309542301342
33,78,0.01,0.6,7.76451919344959
33,79,2.03,0.6,7.760054787649412
33,80,0.01,0.6,7.766038100415292
33,81,2.1237113402061856,0.6,7.752993759113403
33,82,0.01,0.6,7.764839624189856
33,83,1.7798165137614679,0.6,7.762668946917879
33,84,0.01,0.6,7.763211207613682
33,85,1.8055555555555556,0.6,7.762503406985404
33,86,0.01,0.6,7.765091281388523
33,87,1.9134615384615385,0.6,7.758822636361384
33,88,0.01,0.6,7.7654686421048265
33,89,2.0606060606060606,0.6,7.763187888473493
33,90,0.01,0.6,7.762942553169128
33,91,2.0,0.8,4.451103408430129
33,92,0.01,0.6,7.764952417842929
33,93,2.3333333333333335,0.6,4.429738310173124
33,94,0.01,0.6,7.764894404409786
33,95,2.0918367346938775,0.6,7.756942324641473
33,96,0.01,0.6,7.765325311896156
33,97,2.03,0.6,7.758553079887167
33,98,0.01,0.6,7.764107221612005
33,99,1.9705882352941178,0.6,7.764734372188928
34,1,0.023622047244094488,0.6,7.761685641145169
34,2,2.935064935064935,0.6,7.753479995644838
34,3,0.023809523809523808,0.6,7.76212831703482
34,4,1.02,0.6,7.76270463785585
34,5,0.023809523809523808,0.6,7.758847704456601
34,6,2.986842105263158,0.6,7.710151099498989
34,7,0.023622047244094488,0.6,7.757709574414489
34,8,1.02,0.6,7.766029320732384
34,9,0.023622047244094488,0.6,7.759746011067324
34,10,3.267605633802817,0.6,7.6110909686250015
34,11,0.024,0.6,7.763732222623352
34,12,1.02,0.6,7.759806525969519
34,13,0.024,0.6,7.755236992371328
34,14,2.986842105263158,0.6,7.744616692480077
34,15,0.023622047244094488,0.6,7.759173450050513
34,16,1.02,0.6,7.762594753507233
34,17,0.023622047244094488,0.6,7.761007421324734
34,18,2.986842105263158,0.6,7.747058651377785
34,19,0.023809523809523808,0.6,7.754877998870148
34,20,1.02,0.6,7.756794588838494
34,21,0.023809523809523808,0.6,7.762938818688291
34,22,2.8354430379746836,0.6,7.754552147001098
34,23,0.023622047244094488,0.6,7.7659089847182585
34,24,1.02,0.6,7.760933268836363
34,25,0.023622047244094488,0.6,7.761754703266862
34,26,3.236842105263158,0.8,4.350744663454058
34,27,0.024390243902439025,0.6,7.754904098994899
34,28,1.02,0.6,7.752327079200791
34,29,0.02459016393442623,0.6,7.763921656571109
34,30,3.2083333333333335,0.6,7.334189082156726
34,31,0.023622047244094488,0.6,7.76211918151107
34,32,1.02,0.6,7.761173864986151
34,33,0.023622047244094488,0.6,7.766573888130715
34,34,2.935064935064935,0.6,7.758134376109936
34,35,0.023809523809523808,0.6,7.763976412514649
34,36,1.02,0.6,7.7626456228290746
34,37,0.023809523809523808,0.6,7.758788722828703
34,38,2.986842105263158,0.6,7.7496532895598715
34,39,0.023622047244094488,0.6,7.760544533900689
34,40,1.02,0.6,7.762736623143885
34,41,0.023622047244094488,0.6,7.7625919643710235
34,42,3.1506849315068495,0.6,7.612979267723337
34,43,0.024,0.6,7.764776464509285
34,44,1.02,0.6,7.760426768244161
34,45,0.024,0.6,7.763404310245508
34,46,2.7875,0.6,7.763971433777184
34,47,0.023622047244094488,0.6,7.7579256705309545
34,48,1.02,0.6,7.739389560961451
34,49,0.023622047244094488,0.6,7.762274815371758
34,50,3.3285714285714287,0.6,7.378960274566529
34,51,0.023809523809523808,0.6,7.760885787034343
34,52,1.02,0.6,7.759254685803375
34,53,0.023809523809523808,0.6,7.75596350028421
34,54,2.986842105263158,0.6,7.757764198202921
34,55,0.023622047244094488,0.6,7.757752676225039
34,56,1.02,0.6,7.76141757440009
34,57,0.023622047244094488,0.6,7.761764100855226
34,58,3.267605633802817,0.6,7.653390797556034
34,59,0.024193548387096774,0.6,7.756919748451017
34,60,1.02,0.6,7.758279411747475
34,61,0.024193548387096774,0.6,7.755795838729204
34,62,3.391304347826087,0.6,7.691748458294879
34,63,0.023622047244094488,0.6,7.755890578503452
34,64,1.02,0.6,7.757163581475955
34,65,0.023622047244094488,0.6,7.762910920923867
34,66,3.0945945945945947,0.6,7.752900389298228
34,67,0.023809523809523808,0.6,7.764394644311662
34,68,1.02,0.6,7.764845816038525
34,69,0.023809523809523808,0.6,7.760395332971004
34,70,3.04,0.6,7.760032712936291
34,71,0.023622047244094488,0.6,7.764675126278108
34,72,1.02,0.6,7.7658298091818665
34,73,0.023622047244094488,0.6,7.763825940443636
34,74,3.1506849315068495,0.6,7.761910956323983
34,75,0.024,0.6,7.761013897601373
34,76,1.02,0.6,7.764483648340203
34,77,0.024,0.6,7.756434371741186
34,78,3.1506849315068495,0.6,7.743551402176576
34,79,0.023622047244094488,0.6,7.761130192594981
34,80,1.02,0.6,7.7537692512271175
34,81,0.023622047244094488,0.6,7.76100407340054
34,82,3.1506849315068495,0.6,7.701836428640457
34,83,0.023809523809523808,0.6,7.759479297019989
34,84,1.02,0.6,7.758373205488638
34,85,0.023809523809523808,0.6,7.756900146209693
34,86,2.857142857142857,0.8,4.444421360788311
34,87,0.023622047244094488,0.6,7.762283518123729
34,88,1.02,0.6,7.7610372807505055
34,89,0.023622047244094488,0.6,7.762556728912531
34,90,3.0,0.6,4.425714959380487
34,91,0.024793388429752067,0.6,7.761228303507522
34,92,1.02,0.6,7.754998820143747
34,93,0.024390243902439025,0.6,7.753964478230396
34,94,2.935064935064935,0.6,7.761098374770917
34,95,0.023622047244094488,0.6,7.763921656571109
34,96,1.02,0.6,7.76382306678308
34,97,0.023622047244094488,0.6,7.764378392333048
34,98,2.935064935064935,0.6,7.740418495855897
34,99,0.023809523809523808,0.6,7.766573888130715
35,1,2.0,0.6,7.752958450299147
35,2,0.01,0.6,7.761125604404775
35,3,2.2934782608695654,0.6,7.751096148966617
35,4,0.01,0.6,7.763378602630749
35,5,2.2934782608695654,0.6,7.75242980547861
35,6,0.01,0.6,7.762517514502591
35,7,2.1894736842105265,0.6,7.753604620727313
35,8,0.01,0.6,7.762420533892464
